"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05"
11,"Connecticut",28,132000,132400,132700,132900,133100,133200,133100,133200,133500,134000,134600,135100,135300,135600,135900,136100,136400,136700,137100,137600,138200,139000,139800,140700,141200,141300,141400,141500,141800,142100,142400,143100,144000,145000,145900,146800,147600,148500,149500,150500,151200,152300,153500,154600,155500,157000,158700,159900,160700,161800,163100,164500,165500,166400,167200,168400,169500,170700,172200,173700,175100,176300,177400,178600,180200,182000,183800,185300,186900,188500,189900,191300,193100,195300,197400,199900,202400,204500,206600,209100,211500,213800,216100,218400,220600,222400,224200,226000,227700,229500,231500,233500,235400,237300,239200,241400,244000,247000,250200,253200,256200,259200,261900,264300,266500,268700,271000,273000,275100,277200,279200,281300,283500,285400,287100,289100,290500,291200,291800,292600,293100,293400,293400,293300,293000,293000,292900,292900,292500,292100,292300,292800,293000,292700,292000,291200,290500,289700,288900,288100,286500,284200,282100,280700,279400,278200,276900,275300,274000,272900,271800,270100,267900,266000,264500,262900,261100,259400,257800,256800,256100,255700,255400,254500,255700,258500,259000,257600,257300,256700,255400,254400,253500,252600,251100,249400,248100,247400,247100,246300,244500,243400,243700,243500,242300,240300,238600,237900,237200,235900,235100,234800,234400,234000,233800,233400,232800,232200,232000,232600,233300,233500,233300,233300,233900,234400,234500,234600,235300,235900,236800,237800,238100,237900,238200,238700,239300,240000,240500,240200,239700,239300,239000,238700,238200,237800,237500,237600,238100,238500,238700,239100,239700,239800,239500,239100,238600,238100,238200,238900,239200,238900
19,"Iowa",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115800,116900,117500,119500,117400,112200,109400,110300,110400,110200,110200,110400,110400,110100,109800,109900,110200,110300,110300,110300,109800,109200,109000,109200,109500,109900,110000,110100,110600,111200,111600,111900,111800,111700,111800,112300,112800,113200,113300,113400,113800,114300,114400,114500,114500,114400,114600,115000,115400,115700,115900,116300,116900,117300,117700,117900,117700,117300,117700,118300,118600,118900,119100,119300,120000,120600,120900,121100,120900,120900,121500,121900,122100,122500,122700,122800,123000,122900,122700,122700,123500,124700
34,"Mississippi",30,64200,64200,64400,64600,65000,65500,65600,65500,65400,65200,65000,65100,65300,65600,65900,66100,66500,67000,67700,68200,68600,68700,68900,69400,70000,70400,70900,71600,72000,72100,72100,71900,72000,72300,72800,73200,73400,73400,73200,73000,73000,73200,73500,73500,73400,73400,73800,74100,73800,73500,73600,74000,74000,73700,73500,73600,73800,74500,75000,75400,75600,75900,76200,76400,76600,76700,76800,76900,77100,77200,77100,76900,76900,77100,76900,76700,76400,76500,76700,77000,77000,77200,77700,78100,78400,78700,79200,80000,80600,80800,80700,80700,81200,81700,81800,82000,82400,82700,83000,83100,83300,83800,84300,84700,85100,84800,84300,84000,84000,84100,84000,83800,83900,84100,84700,85500,85800,85700,85900,86700,87700,88300,88900,89700,90100,90500,91200,91800,92500,93700,94800,95200,95400,95700,96300,96800,97100,97300,97200,97000,97300,98000,98600,99000,99100,99500,100000,101000,102900,105500,107800,110000,112300,114700,116900,119100,121500,123900,126100,127200,127200,127000,126500,125700,124000,121900,120600,120300,119700,118600,117300,116300,115400,114500,113600,113000,112600,112300,111900,111200,110800,110500,110500,110400,110300,110200,110200,110100,109900,109400,108900,108600,108300,108000,108000,107900,107800,107800,107700,107600,107800,108200,108600,108800,108800,109100,109400,109400,109300,109400,109600,109600,109900,110300,110400,110300,110200,109600,109000,108900,109200,109400,109700,110000,110500,110800,110900,110600,110300,110200,110700,110900,110800,110900,111200,111500,111500,111300,111500,112200,113200,114000
6,"Arkansas",31,64400,64400,64400,64300,64100,64100,64300,64500,64700,65000,65300,65800,66500,66900,67000,67100,67200,67400,67700,67900,68200,68300,68400,68700,69000,68900,69000,69200,69400,69500,69700,69800,69900,69700,69700,69700,69700,69800,69700,69900,70200,70500,70500,70600,70900,71100,71300,71600,71600,71900,72200,72500,72800,73100,73400,73600,73700,74200,74700,74900,75200,75600,75900,76100,76200,76100,76100,76100,76100,76000,76200,76400,76700,76700,76800,77200,77700,78200,78600,79000,79300,79600,79900,80400,80800,81500,82000,82200,82500,83100,83500,83900,84600,85200,85500,85800,86300,86700,87200,87700,88200,88700,89200,89600,90000,90700,91600,92400,92900,93600,94200,94900,95500,96100,96700,97500,98100,98600,98800,99000,99400,99700,100100,100400,100800,101200,101600,101900,102100,102300,102500,102900,103300,103900,104300,104800,105100,105100,105300,105700,105800,105600,105500,105400,105200,105000,104900,104800,104600,104300,104200,103900,104000,104500,105000,105300,105400,105300,105200,105300,105500,105700,105800,105800,105600,105400,105300,105100,105000,105000,104900,104700,104700,104700,104500,104200,104100,104300,104100,103900,103600,103300,102900,102500,102100,102000,101700,101300,101000,100900,101000,101200,101500,101800,102100,102400,102500,102800,103100,103400,103500,103900,104300,104700,104900,105100,105400,105700,105700,105600,105700,106100,106500,106500,106400,106400,106600,106800,106900,107300,107700,107900,108000,108300,108700,108900,109000,109200,109400,109800,110400,110700,111000,111400,112000,112700,113100,113200,113200,113400,114000,114700
23,"Kansas",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107300,109700,111200,112900,115000,116900,117700,118500,120000,121500,122000,122000,121900,121800,121500,121700,120500,118100,116200,115800,115600,115300,114500,114200,114000,114100,114500,114800,114900,114700,113800,112700,112300,111900,111600,111900,112400,112300,111800,111700,112100,112400,112100,111400,111000,110800,110800,110800,111200,111600,111700,111600,111500,111200,110700,110400,110300,110000,109700,110000,110500,110800,111100,111500,112100,112600,112600,112600,112900,112900,112900,113300,113700,114200,114400,114300,114400,114800,115000,115000,115000,115000,115400,115800,116200,116600,117100,117500,117900,118300,118500,118500,119200,120200
55,"Utah",33,126400,126500,126800,127400,128300,129200,130000,130800,131800,132700,133400,134200,135200,136100,136700,137400,138400,139100,139500,139900,140100,140400,140900,141500,141800,142000,142200,142400,142800,143200,143600,144200,144800,145200,145500,146200,147100,147700,148200,148900,149100,149500,150900,152700,153800,154200,154700,155400,155900,156500,157100,157400,157800,158700,159400,160000,160900,161800,162100,162300,162700,163000,163100,163200,163300,163600,163900,163900,164000,164400,164900,165000,165000,164800,165100,165600,166100,166200,165700,165200,165100,165400,165400,165300,165200,165000,164900,164900,164600,164400,164400,164300,164300,164500,165000,165400,166000,166900,167800,168400,168900,169200,169400,169900,170600,171300,172200,173500,174900,176500,178100,179900,181800,183600,185400,187100,189100,191500,194000,196600,199600,202800,206100,209700,213600,217900,222300,225900,229600,234100,238100,241500,244600,246900,248600,250100,251700,253200,254700,256100,258100,259500,259300,257700,256100,254700,253600,252600,251800,251000,250200,249200,249100,249800,249600,248400,247400,246500,244600,241700,238400,235100,231800,230700,224000,214000,208300,208000,206500,204700,202900,201100,199000,196800,195000,193400,192600,192500,191900,190300,189000,187700,186400,185300,184500,183500,182400,181100,180600,180800,181000,180500,180100,179700,179900,180200,180700,181500,182300,182700,183600,184700,185500,185900,186800,188500,191000,193800,196600,198900,200400,201500,203100,204800,205900,206200,206600,207200,208000,208700,209200,209400,209400,209600,210800,212000,212800,213200,213500,213700,214000,214800,216100,217500,218700,219600,220800,222500,223900,225300,227100,228100
42,"Nevada",34,127300,126800,126200,125900,125800,125800,126100,126400,126800,127200,127700,128300,128700,128900,129000,129300,129500,129800,130000,130200,130400,131100,131600,131500,131400,131700,132200,132700,133000,133400,133800,133700,133500,133500,133700,134000,134300,134500,134900,134900,135000,135300,135800,136400,137200,138100,138900,139300,139500,139900,140400,140800,141400,142100,142600,143200,144000,144800,145500,146300,147000,147600,148100,148900,149600,150400,151300,152700,153900,155000,155800,156500,157300,158100,158600,159200,160100,161000,162000,163300,164900,166500,168000,169400,170800,171900,173200,174900,177000,179500,182500,186000,190100,194700,200400,207300,215600,225200,235800,245500,253900,261100,267300,271900,275000,277200,279600,282400,285300,287700,289900,292500,295600,298200,300500,303000,305700,307800,309300,310200,310600,310400,309600,308600,307400,306000,304600,303000,301400,300000,298300,295800,293200,290900,288800,286900,284600,281500,278300,274800,270600,266100,261100,255700,250100,244300,238700,233300,227500,222100,216700,210400,204800,201100,197200,191900,186300,180700,174500,168500,163800,160200,157200,155200,152600,149600,147800,147400,146600,145500,144100,142700,141300,140000,139100,138600,137800,136500,134500,132600,130600,129000,127500,126200,125000,124200,123300,122400,122300,122700,123000,123400,124200,125100,126500,128300,130100,131900,133300,134700,136900,139500,142500,145600,149200,152900,156800,160700,164500,167800,171000,173500,175300,176800,178500,180200,181700,183200,184700,185900,186900,187700,188700,189900,191500,192800,193700,194900,197000,199200,201500,203700,205300,206700,208200,209900,211600,212900,214000,215200,216200,217000
41,"New Mexico",35,118400,116400,115400,115700,117500,118600,118500,118700,118500,118100,118200,118900,120000,120300,120000,119700,119600,119800,120600,120900,120400,120000,120100,121300,123100,124300,124200,123800,124200,123900,122500,121400,122000,122600,123600,125400,128300,130000,130900,131700,132200,133600,134900,135500,136100,137400,137500,136600,133600,131500,132300,133200,132900,132700,132300,132000,132100,132600,133100,133700,134900,138100,141400,143200,144100,145100,145400,145400,145400,145600,145900,146300,147100,147600,147200,147700,149700,151300,151600,151200,150600,150600,151200,151900,152300,152500,152600,151300,150300,149800,149500,150200,153000,155300,156300,157300,158800,160000,160300,159600,159100,158500,160100,163200,165300,166000,168000,170100,172200,174300,176800,179100,178800,179600,183100,185800,187000,186800,184000,180700,177800,174900,174300,176900,181000,183700,185100,185700,185800,186800,188400,190800,192800,193000,193000,193100,192300,191200,190200,188700,188100,188200,188300,187900,187800,187600,186900,186100,186800,188300,189000,189100,190200,191900,193400,194300,195200,196500,196400,195700,194500,192500,190200,189700,186200,181500,179400,179600,179100,178700,177900,176700,175500,174600,173400,172000,171200,170800,170200,168800,167500,166700,166200,165500,165000,164200,163200,162200,161600,161400,161000,160500,159700,159100,158800,158800,158800,158800,158800,158500,158300,158300,158500,158500,158700,159000,159400,159600,159500,159600,159700,159600,159800,160100,160100,160000,160300,160400,160500,160500,160700,161000,161200,161300,162100,162900,162900,162600,162200,162000,162100,162500,163000,163000,162800,162600,162800,163200,163500,163500,163800,164000
61,"West Virginia",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90400,90700,91200,92100,93200,93600,93600,93500,93800,94000,94600,95200,95900,96100,96200,96400,96000,94400,92800,92200,91800,91600,91700,92300,92500,92700,92800,92900,92300,91200,90200,90000,90100,90200,90300,90700,91400,92100,92600,93300,93400,92600,92000,92200,92500,92500,92500,93200,94100,94900,95400,95500,95200,94500,93900,93900,94100,94500,95200,95800,96000,96300,96500,96900,96900,96300,95800,95800,95900,96200,96600,96900,97200,97400,97600,98000,97900,97300,96900,97500,98300,98800
38,"Nebraska",37,82200,82500,82600,82800,83100,83400,83700,83900,84100,84400,84700,85100,85800,86500,86900,87200,87400,87700,88100,88500,88800,89300,89800,90000,90000,90100,90200,90900,91900,92500,93000,93500,93900,94700,95700,96400,96800,97300,98000,98600,98900,98900,98800,99100,99500,100000,100300,100900,101600,102400,103100,103800,104800,105400,105800,106300,106800,107200,107500,107500,107300,107200,107100,106900,106300,106300,106700,107000,107300,107800,108200,108400,108500,108300,108000,108200,108700,109200,109700,110100,110400,110400,110600,110900,111300,112100,113000,113500,113400,113700,114200,114500,114600,115000,115600,116200,116500,116900,117100,117300,117700,118300,118500,118900,119400,119500,119600,120200,121100,121600,121900,122000,122300,122400,122500,123100,123700,124000,124200,124200,124200,124200,124500,124600,124700,124700,124500,124300,124100,124100,124200,124400,124700,125000,125200,125200,125300,125700,126200,126100,125600,125200,124600,124100,123600,123000,122700,123000,123600,123800,123800,123600,123100,122200,121500,121000,120700,120500,120400,120300,120200,120400,121000,121500,122700,124200,124900,124400,123900,123500,123400,123700,123600,122400,120400,118900,118400,118700,119200,119800,120800,121700,122100,121700,120900,119900,119600,119800,119900,119800,119800,120000,119900,119800,120100,120600,121200,122200,122800,123200,123400,123700,124000,124300,124300,124500,124700,124700,124700,125100,125700,126300,126600,126400,126600,127200,127400,127500,127700,127800,128200,128800,129200,129600,130200,130600,130900,131500,132200,132500,132800,133400,134200,135000,135800,136500,136800,137000,137500,138100,138700,139500
20,"Idaho",38,109300,109400,109500,109300,108900,108900,108900,108900,109000,109500,109900,110500,111000,110900,110400,110400,110700,111100,111700,112300,112300,111800,111300,110800,110400,110100,109900,110000,110600,110800,110300,109800,110000,110500,111000,111200,111400,111700,111700,111600,111500,111700,112100,112600,112600,112400,112400,112800,113300,113800,114200,114600,114900,115200,115700,116300,116500,116700,117000,117300,117300,117400,118200,119300,119900,120100,120200,120500,121200,121900,122400,122700,123000,123100,123400,124000,124500,124500,124700,125100,125500,125800,126100,126500,127000,127800,127900,127100,126500,126900,127500,127500,127200,127300,127900,128400,128700,128800,129100,129500,130300,131200,132000,133000,134600,136200,137500,138700,140200,141700,143200,144900,147200,149600,152000,154700,158200,162100,165700,169500,173800,177900,181800,185400,188200,190000,191100,191400,191600,192100,192100,191800,192000,192600,193400,194100,194300,194700,195800,196800,196700,195900,195300,194600,193400,192300,191300,189900,188400,187200,186000,184500,183500,182900,182100,180700,179300,177700,175900,174900,174200,172700,170800,170200,167900,164200,161800,161100,159700,158400,157000,155500,154000,152900,152000,151000,150200,149700,149200,148000,146700,145700,144900,144100,143500,142900,142200,141500,141200,141200,141200,141000,141000,141000,141100,141500,142000,142500,143100,143700,144700,145600,146300,147000,147900,148700,149800,151100,152400,153500,154100,154700,155400,156100,156400,156800,157200,157800,158200,158600,159000,159400,159600,159500,159900,160700,161600,162200,162900,163600,164300,165000,165500,166000,166600,167000,167900,169100,170300,171100,172700,174100
18,"Hawaii",39,227400,224900,223400,221800,220400,219500,219200,218900,218600,218300,218000,217600,216900,216100,215400,215200,215300,215400,214900,213800,212600,211800,211600,211400,210900,210100,209900,210200,210200,209700,209300,208900,209300,210200,211100,211900,213000,213500,213000,211900,210900,210200,210000,209900,209800,210200,211100,212200,213600,214900,216200,217800,220100,222400,224000,225600,227100,228000,228600,229600,231400,233800,236000,237500,238500,239400,240500,241900,243100,244600,246500,248500,249600,251200,253400,255700,258300,261900,265800,269800,274300,278700,282500,286100,290100,294400,298700,303200,307700,312000,316600,321800,327200,332600,337900,343900,351000,358700,367200,375900,384400,392900,401600,410200,419000,428100,437300,446200,454500,462400,470600,480400,490300,498800,506900,513900,519900,526000,532100,537600,542300,544700,545400,545700,545800,545500,545200,545200,544800,543700,543200,543400,543200,542700,542100,541100,540100,538900,537300,534800,531900,528400,524100,519600,516100,513400,510600,506700,502100,497000,491700,486400,483200,481400,478700,473400,467900,463100,459100,455200,451800,449600,448100,447000,444500,441800,440200,440400,440600,441600,441500,440400,438900,437900,436800,436300,436300,436300,435100,433300,431300,429500,427000,425000,423600,422400,421500,421500,421400,421200,422300,424900,427200,428800,430600,432500,434000,435500,436900,438100,439600,441400,444400,448300,452200,455600,459800,464900,470300,475000,479800,484300,487800,490800,493600,495600,497200,498100,500000,503800,508400,512600,516100,518300,521100,524300,527000,529300,532400,535400,537600,539600,542000,544400,546400,548900,552300,555300,556800,557500,559500,561700
28,"Maine",40,87400,87200,87200,87400,87600,87700,88000,88200,88200,88400,88700,88900,89200,89800,90200,90500,90800,91300,92100,93200,93800,94200,95000,96200,97700,98600,99000,99500,99900,100200,100700,101100,101900,102700,103600,104600,105600,106600,107900,109100,110300,111300,112200,113500,114900,115800,116600,117500,118300,119500,120900,122600,125400,127800,128000,126800,126800,127900,129300,130700,132300,134200,136400,138500,139600,141700,144900,147900,149700,151700,153400,154700,155000,155000,155500,156700,158000,158800,159700,160700,162300,164200,166300,168300,171200,174100,176000,176800,177400,177700,179100,181800,184500,186400,188400,190300,191600,192700,193900,195500,197300,199400,201100,203100,205900,208500,209800,210100,210700,211400,212500,213400,214400,215700,217400,218200,218600,219300,220600,220700,220800,221500,222000,220300,218300,216600,215800,214800,213800,212500,211500,210600,210800,211900,212500,212300,212400,213000,213700,213900,213800,213500,211100,212200,212600,208900,204300,205700,207700,207500,204500,201600,198300,195900,194700,192300,189700,188300,187500,186500,185600,183700,181700,180900,179700,177800,176600,176100,176700,178300,180000,180300,179800,179700,180500,180400,179800,180100,181100,181500,180800,179600,179200,179000,178600,178400,178900,179400,179800,179600,179200,178100,176300,175700,174300,169600,164400,161000,157800,154700,152000,148600,145000,141600,138800,134800,130200,126400,124200,122300,120400,118700,117100,115600,114500,114000,113600,113000,113000,113600,114700,115600,116300,117500,120000,123200,126100,128800,131400,134200,136800,138900,140500,141800,143100,144300,144900,145300,145000,144800,145100,145700
39,"New Hampshire",41,97000,97300,97500,97900,98200,98500,98700,98800,98900,99500,100200,100400,100400,100900,101600,102400,103000,103700,104500,105700,106500,107400,108300,109200,109800,110400,111200,112200,113000,113600,113800,114200,114700,115400,116100,116700,117600,118700,119800,120600,121700,123100,124400,125700,127400,129500,131800,133500,134800,136000,137200,138500,140000,141500,142900,144700,147100,149300,151200,152900,154500,155800,157000,159000,161200,162900,164700,166600,168000,169200,170700,172400,174400,176200,177900,179700,182200,185100,187800,189900,191900,194000,195700,197400,199600,202000,204300,206400,207900,209800,212200,214400,216100,217800,219800,222200,224500,227100,229800,231500,232300,233200,234500,236300,238200,240100,242000,243600,245000,246800,248200,249400,250900,252300,253200,253700,253800,254200,254900,255500,255500,255200,254500,253800,253100,252400,251500,250500,249600,248900,248700,248500,248400,248000,247300,246500,245500,244300,243100,242000,240800,239200,237700,236200,234500,232600,230800,229100,227400,225600,224000,222700,221000,219000,217100,215700,214400,213200,211800,210800,209900,209100,208400,207900,208900,210600,210700,209400,208900,208600,208200,207800,207700,207600,206800,205600,204100,202600,201700,201400,200700,199900,199800,200500,201000,201000,200800,200800,200500,200000,199300,198300,197500,197000,196800,196800,196900,197000,197600,198400,198800,199000,199500,200200,201000,201900,203000,203900,204400,204900,205700,206400,207200,208200,209100,209600,210400,211500,212500,213100,213500,214300,214900,215300,215700,216300,217400,219100,220400,221000,221500,222300,223100,223700,224000,224600,225400,225700,226200,227400,228700,229800
50,"Rhode Island",42,113600,114000,114100,114000,113700,113400,113200,113000,113200,113800,114400,114700,114900,114800,114300,114200,114300,114300,114600,115100,115400,115800,116400,116800,116900,117100,117400,117400,117300,117500,117900,118200,118600,119100,119800,120400,121000,121600,122300,123000,124000,124800,125200,126100,127500,129100,131100,133200,134500,135300,136200,137100,138200,139800,141300,142700,144000,145400,146700,148000,149500,151100,152700,154700,156900,159100,161300,163200,165000,167300,169500,171400,173800,176900,180300,183600,186900,190300,193800,197300,200700,203600,206600,209600,212900,216800,220700,224400,228100,231600,235000,238200,241100,244200,247200,250000,252800,255800,259100,262300,265300,268000,270900,274100,277200,279600,282100,284800,287000,288100,288700,289400,290300,291200,292300,293100,293200,292700,291900,291800,292500,293200,293300,292700,291700,290600,289500,288400,287200,285800,284500,283500,282300,280700,279200,278000,276700,274900,273200,271800,270100,268000,265100,261600,257200,253400,250200,247600,244900,242100,239000,235600,233400,233000,233000,232300,231500,230600,229800,229300,229300,229100,229000,228700,228800,229100,229300,229500,230300,230700,229700,228200,227000,226300,225300,224000,222500,221900,221600,221200,220200,218600,216900,215300,214000,213000,212500,211600,210200,209100,208500,207700,206600,206500,207300,208200,208200,208100,208400,209700,210600,210700,210200,209800,210000,210600,211200,211700,212400,213100,213500,213900,214700,214900,214500,215000,216600,218200,219500,220300,220400,220000,219600,220100,220700,220400,220000,220400,221200,222100,223300,224600,226000,227500,229100,230400,231300,232200,233500,235100,236000,236500
35,"Montana",43,,,,,,,,,,,,,,,,,,,,,,96400,96200,96400,96000,95100,94400,93900,93700,93700,93700,93600,94000,94600,94700,94600,95100,96000,96900,97300,97300,97700,98200,98400,98600,99200,99600,99700,99900,100000,99900,99900,100200,100500,100500,100700,101000,101200,101800,102500,103100,103600,103900,104000,104000,104200,104800,105800,107100,108100,108800,109200,109600,110100,110400,110600,110800,110800,110700,110900,111400,112100,112800,113700,114500,115300,116600,118400,119900,121200,122100,122900,123900,125200,126700,128400,129600,130200,130900,132100,133600,134900,136300,137400,138300,139300,140400,141100,142000,143300,144800,146200,147300,148400,149700,150800,152200,153300,153900,154400,155600,156900,157700,158200,159000,160100,161200,162100,163500,165200,166300,166500,167000,168100,169000,169400,169700,170200,171100,172000,173300,174900,175700,175800,175900,176200,176200,176500,178200,181100,184000,186900,190800,195400,199100,201500,204100,206500,209700,212700,213700,212300,209800,207800,199400,188000,182700,183700,183300,182800,182100,181400,180700,180000,179400,178800,179100,179700,179600,178800,178000,177000,176300,175700,174800,174200,173600,172900,173300,174600,175200,174700,174500,174000,173200,172700,172500,172300,172300,172400,173300,174500,175200,175100,175300,175700,175900,175800,175700,175900,176100,176300,177500,179200,179900,179700,179700,179700,179500,179400,179600,180100,180600,181100,182000,183200,184000,183900,183900,184100,184500,184800,185300,186000,186700,187200,188000,189200,190000,190600,191000,190800
13,"Delaware",44,106800,107200,107500,108000,108800,109300,109500,109700,109800,109800,109800,109900,110000,110200,110100,110200,110200,110600,111000,111600,112200,112800,113200,113700,114200,114300,114200,114100,114100,114000,113700,113600,113600,114000,114800,115600,116000,116700,117400,117900,118000,118200,118700,119300,119800,120600,121800,122700,123200,123800,124600,125300,125900,126600,127200,127800,128300,129000,129800,130600,131000,131300,131700,132200,132800,133200,133700,134400,135500,136600,137700,138800,140100,141200,142400,143800,145400,146900,148500,150000,151400,153000,154600,156000,157300,158700,159600,160500,161700,162900,164100,165500,167200,168700,170000,171500,173300,175500,177700,179900,182400,184800,187200,189600,192100,194500,196700,198900,201300,204200,207400,210600,213800,217200,220300,222600,224400,225700,226600,227500,228300,228900,229600,230200,230400,230600,231100,231800,232400,233200,233400,233700,234000,234000,233500,233500,233300,232800,232100,231100,230300,230000,229300,227900,226200,224400,222900,221700,220600,219400,218300,216700,216200,217300,218500,218200,218300,219600,221000,221400,221300,221100,221100,221800,218700,212900,209500,210200,210700,210500,209100,207100,205400,203300,201500,200800,200700,200000,199300,198100,196700,195000,193500,192500,191400,190400,189400,188500,188500,188900,188500,187700,186600,185200,184400,184200,184500,185600,186400,186200,186200,187000,187800,188200,188400,188900,190000,191200,191600,191300,190700,190500,191200,192900,194200,194500,195000,196000,196600,197000,197600,198300,199200,200200,201000,201900,202600,203500,204800,205500,205200,205200,205800,206400,207000,207500,207900,208100,208100,208300,208300,207900
52,"South Dakota",45,,83500,82600,82200,82500,83100,83700,84500,85400,86000,86700,87500,88000,88800,89600,90300,90700,90700,90600,90600,90800,91300,91900,92300,92500,92600,92600,92500,92700,93300,93500,93200,93700,94700,95300,95400,95700,96200,96800,97300,97900,98700,99400,100100,100000,99700,99900,100500,100800,101700,103500,104900,105600,106100,106800,107500,108700,110000,111000,111600,112300,112800,113100,113500,113500,113000,112900,112600,112300,112600,113300,113700,114100,114200,114100,114000,114400,115400,116500,117400,117900,117900,117700,117600,117900,118800,119800,120800,121700,122700,123200,123500,123400,123300,123500,123800,124100,124200,124300,124300,124600,124700,124800,125000,125400,125700,126000,126800,127500,127800,127800,128300,128800,129200,129600,130400,131600,132800,133600,134200,134700,134700,134300,134300,134700,135100,135500,136200,136600,136600,136800,136900,137000,137800,139300,140000,140100,140100,139800,139600,140600,142200,143300,143700,144500,145000,145000,144900,145100,145400,145300,144400,144400,145700,146500,146000,145100,145100,145500,145700,145300,144900,145100,147000,145300,140300,137700,138300,138000,137500,137200,136900,136700,136600,136600,136300,136600,137500,138000,137900,138000,137900,137600,137600,137600,137600,137600,137100,137200,137800,137900,137800,138200,138600,139000,139500,140100,140900,141700,142100,142400,142500,142500,142700,143300,143600,143600,143700,143900,144200,144300,144100,144300,144600,144700,145000,145500,145600,145700,146100,146500,146900,147300,147600,148000,149700,151900,153400,154400,155200,155800,156700,157800,158400,158800,159600,161200,162500,163200,163200,163100,162900
