"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05"
40,"New Jersey",11,140300,139900,139700,139600,139300,139200,139100,139100,139100,139400,139900,140400,140700,141000,141300,141400,141400,141600,141900,142400,142900,143700,144800,145600,146200,146600,146800,146800,146900,147100,147700,148300,148900,149800,150900,152000,152900,153600,154600,155800,157100,158300,159300,160400,161700,163100,164400,165800,167100,168500,170000,171500,173000,174500,176000,177500,179200,180900,182500,184000,185800,187800,189700,191400,193500,195900,198300,200400,202600,204800,207200,209900,212900,215800,218800,222200,225900,229300,232500,235700,238900,242200,245300,248400,251100,253900,256900,259900,262900,265700,268400,271200,274100,276900,279600,282400,285500,288900,292700,296600,300500,304400,308400,312600,316700,320300,324000,327800,331800,335700,339600,343400,346600,349500,352700,356000,358500,360300,362000,363800,365600,366900,367600,367600,367500,367300,366900,365900,364700,363800,363300,362900,362500,362000,360900,359300,357500,355800,354300,353000,351500,349700,347700,345700,343100,340200,337300,334400,331700,329200,326600,323400,320900,319700,318600,316500,314000,311500,309100,307100,305400,304300,303300,302400,301900,301400,300500,299500,298600,297600,296900,296000,294500,292600,291200,290100,288400,286400,284600,282900,281200,279500,278000,276700,275400,273600,271900,270400,268700,267400,266400,265600,265300,265200,265000,265000,265300,265500,265600,266200,267000,267600,267600,267800,268200,268700,268900,269700,271000,272400,273100,273700,274500,275200,275700,276400,277400,278400,279200,279900,280700,281200,281400,281400,281400,281400,281600,282000,282500,283100,283900,284900,285700,286400,287200,288200,288800,289200,289700,290500,291200,291500
56,"Virginia",12,111600,112200,112600,112800,112900,112700,112800,113100,113300,113500,114000,114400,114300,114300,114500,114500,114600,114900,115200,115600,115800,116200,116800,117200,117300,117500,117600,117600,117600,118000,118400,118600,119000,119600,120100,120500,120800,121300,121900,122400,122800,123300,123900,124500,125100,125900,126800,127800,128400,129000,129600,130300,131000,131700,132300,132900,133700,134700,135600,136500,137700,138700,139600,140700,141700,142500,143200,144200,145300,146400,147400,148500,149700,150900,152000,153300,154600,155900,157100,158300,159700,161100,162600,163900,165200,166500,168000,169700,171400,173200,175100,177100,179300,181600,184000,186400,189000,191900,195200,198600,202100,206200,210500,214500,218100,221700,225600,229500,233300,237100,240900,244800,248500,251800,254700,257700,259600,260600,261600,262800,264100,265100,265800,266400,266800,266700,266500,266500,266400,266400,266800,267200,267200,267200,266800,266000,264800,263900,263000,261800,260200,258400,256500,254500,252400,250100,247600,245300,243100,241000,238800,236400,234400,232900,231700,230300,229000,227500,226100,224800,223900,223000,222100,221100,221300,222100,222300,221300,220600,220000,219300,218300,217200,216300,215800,215500,215100,214300,213400,212400,211700,211500,211200,210800,210700,210400,210000,209600,209400,209200,209000,209100,209300,209500,210000,210700,211100,211300,211600,212300,212800,213000,213600,214700,215800,216700,217400,218400,219500,220600,221300,221800,222300,222800,223300,223800,224300,224900,225500,226000,226400,226900,227600,228100,228100,228300,228800,229400,229800,230100,230400,230700,231000,231300,231800,232500,232900,233100,233200,233500,234000,234300
59,"Washington",13,134400,134800,135100,135100,135200,135400,135900,136300,136800,137600,138500,139100,139700,140400,141300,142100,142900,143600,144300,145000,145900,146700,147500,148000,148600,149200,149900,150900,152000,152700,153000,153600,154600,155600,156500,157000,157500,158200,158900,159500,159900,160700,161700,162700,163500,164300,165200,166300,167300,167900,168500,169100,169900,170500,171000,171300,171800,172400,173300,174200,175100,175800,176300,176900,177500,178100,178900,179700,180200,180800,181800,182600,183000,183400,183900,184500,185000,185600,186400,187500,188700,189800,190600,191400,192300,193100,194000,194800,195800,196800,198000,199200,200600,202000,203400,205100,206800,208900,211300,213700,215900,218300,220600,222900,225300,227900,230600,233500,236900,240600,244300,248100,252200,256200,260100,263800,267400,270500,273400,276300,279400,282300,285200,287900,290200,292100,294200,296200,297700,298900,300100,301100,301700,302100,302600,302700,302700,302500,301700,300600,299200,297500,295700,294000,292300,290400,288100,286000,284500,282800,280100,276900,274400,272900,271400,268800,265800,263200,260700,258500,256700,255000,253800,253000,252200,251600,250900,250200,249700,248800,247200,245100,242800,240500,238700,237200,235400,233600,232000,230600,228800,227200,225800,224700,223300,221900,220700,220300,220100,219400,218700,218700,218900,219100,219500,220200,221100,222300,223600,224800,226300,227700,229100,230600,232500,234600,237300,239700,241500,243000,244400,245300,246100,247300,248400,249200,249800,250900,252500,254100,255400,256800,258200,259800,261200,262300,263500,265500,267800,270200,272500,274700,277000,279000,280700,282500,284400,286400,289100,292300,295700,298700
26,"Massachusetts",14,137300,137700,138000,138200,138500,138900,139300,139800,140600,141500,142500,143300,144000,144500,145200,145900,146200,146600,147100,147900,149000,150300,151600,152500,153500,154500,155400,156400,157700,158800,159900,161000,162100,163300,164900,166700,168400,170200,172100,173900,175700,177500,179500,181600,183600,185800,188100,190400,192900,195700,198800,201800,204800,207600,210600,213700,216500,219400,222400,225600,228600,231500,234300,237200,240200,243400,246100,248600,251000,253200,255500,258000,260600,263200,266000,269100,272400,275900,279100,282400,286000,289500,292300,294800,297100,299100,301100,303200,305300,307200,309300,311400,313200,315100,317600,320100,322800,325700,328600,331300,333900,336300,338700,341100,343400,345700,348300,350700,352700,354300,355400,356200,356700,357100,357400,357700,357200,356300,355300,354800,354000,352700,350700,348800,346700,344800,343000,341500,339800,338300,337800,337700,336900,335500,334000,332600,331500,330600,329500,328400,326800,324900,322400,319100,315800,313200,311100,309400,308100,306700,305000,303000,300600,298500,296900,295200,293500,292600,292400,292600,292800,293300,293700,293500,295300,298400,299700,299500,300300,301200,301600,301100,299500,297700,296200,295300,294600,293800,293000,292900,292900,292400,291700,291000,290100,289100,288300,287600,286900,286400,285600,285600,286400,287200,287400,287500,287600,287900,288600,289800,290800,291500,292800,294900,297400,299900,302400,305000,307000,308600,310100,311800,312700,313400,314400,315100,315300,316000,317100,318000,319800,322000,323600,325000,326300,327000,328400,330000,330700,331000,332200,333800,335800,337200,338600,340300,342100,343500,344700,345800,346700,347500
22,"Indiana",15,72100,74200,75200,75400,75200,75200,75400,75600,75700,76300,77500,78500,78500,78400,78700,79300,80000,80800,81500,82300,83000,83400,83500,83600,83600,83700,83900,84200,84500,84800,85100,85500,85600,85300,85500,85900,86100,86400,86800,87300,87400,87400,87600,88000,88000,87900,88400,88900,89100,89400,89800,90000,90300,90600,90800,90900,92600,95700,97700,98500,99400,100000,100500,100900,101500,101900,102000,102100,102200,102200,102200,102300,102200,101900,101800,101900,102000,102000,101800,101700,101400,101400,101500,101500,101600,102000,102200,102400,103000,103800,104900,105800,106600,107200,107800,108500,109100,109700,110600,111600,112800,113900,114700,115200,115600,116000,116600,116900,117400,118000,118800,119500,119700,119600,119400,119600,119500,118900,118000,117700,117600,117300,117100,116900,116600,116700,117200,117800,117900,117100,116700,117000,117400,117400,117200,117100,117200,117000,116700,116700,116900,117300,117600,117800,118000,118100,118000,117800,117300,116600,116000,115400,114900,114400,114000,113500,112800,112100,111400,111000,110800,110800,110800,110600,110800,111600,112200,112200,112100,112100,112400,112300,112100,112000,111900,111700,111600,111400,111200,110700,110200,110000,109800,109500,109200,108700,108300,108300,107700,107200,107000,107500,107500,107600,107200,107400,107800,108400,108600,109000,109300,109800,110000,110000,110300,110600,110700,111100,111700,111700,111700,111700,111600,111400,111500,111700,111800,112100,112600,112900,113200,113700,114100,114300,114600,115000,115300,115400,115800,116500,117300,117600,117300,117200,117400,117500,117400,117100,116900,116800,116900,116900
8,"Arizona",16,103600,103900,104100,104400,104600,104900,105100,105400,105700,106300,106900,107200,107400,107600,108000,108300,108700,109300,109700,110000,110400,111100,111900,112300,112600,113000,113800,114500,114800,114900,115300,115800,116200,116600,116800,117300,118000,118400,118600,118800,119300,119900,120400,121100,122000,122900,124000,125100,125900,126600,127200,127600,128300,129000,129500,129900,130500,131100,131600,132200,132600,132800,133000,133300,133500,133600,134100,134900,135600,136200,136900,137500,138300,139100,139700,140300,141100,141800,142500,143300,144100,145000,145900,146700,147400,148200,149100,149900,150600,151400,152100,153000,154100,155200,156300,157700,158900,160100,161900,164200,166900,170400,174300,178200,182400,186800,191500,196900,203700,211300,219400,227500,234900,241100,246600,251300,254800,257400,259500,261000,261600,261800,261700,261200,260500,259500,258500,257400,256300,255200,253900,252500,251100,249400,247200,245100,243400,241800,239800,237400,234500,231200,227500,223600,219700,216100,212700,209300,206000,202900,199800,196200,194300,194200,193600,191200,188600,185500,182100,178900,176100,173400,170700,168500,165100,160900,158400,157600,156800,156000,155200,154000,152100,150000,148500,147300,146200,145300,144300,143100,141500,139700,137800,136200,135000,134400,134200,134600,135400,136500,137800,139000,140700,142900,145400,147900,150100,152000,153600,155100,156700,158300,159900,161600,163800,165900,167900,170200,172700,174800,176600,178200,179500,180500,181100,181600,181900,182400,183000,183500,184000,184700,185600,186700,187800,188600,189200,189700,190200,191100,192100,193300,194900,196700,198400,199900,201500,202600,203800,205100,206400,207300
53,"Tennessee",17,70300,70700,71000,71400,71600,72000,72100,72400,72700,73100,73600,74100,74400,74700,75100,75500,75900,76200,76700,77300,77800,78400,78900,79400,79800,80400,80800,81200,81600,82100,82600,82900,83100,83400,84000,84200,84200,84400,84600,84700,84900,85100,85300,85300,85500,85800,86200,86700,86900,87200,87500,87800,87900,88100,88300,88600,88900,89200,89500,89800,90200,90400,90500,90700,90800,90800,91000,91200,91400,91500,91700,91900,92100,92300,92400,92700,93100,93300,93400,93800,94300,94500,94800,95200,95700,95900,96200,96600,97100,97500,97900,98100,98500,98800,99200,99400,99600,100000,100600,101000,101400,102000,102600,103100,103400,103800,104500,105000,105600,106400,107200,108000,108800,109600,110400,111300,112100,112600,112900,113600,114300,114800,115300,115800,116400,117100,117700,118300,118700,118900,119200,119600,120000,120200,120400,120600,120900,121000,121100,121200,120900,120500,120200,120000,119800,119700,119600,119500,119200,118800,118400,117800,117900,118600,119400,119600,119600,119400,119300,119100,119100,119000,119000,118700,119400,120500,120800,120300,120200,120100,120100,120000,119800,119500,119200,119200,119000,118500,118100,118100,117900,117800,117800,117600,117400,117000,117000,117100,117000,116700,116400,116300,116500,116700,116800,117100,117400,117700,117800,118100,118100,118100,118300,118700,118900,119200,119400,119600,119800,120200,120600,121000,121100,121300,121600,122000,122600,123100,123600,123900,124100,124400,124700,124800,124700,124800,125000,125400,125600,126100,126800,127300,127900,128700,129500,130300,130800,130900,131000,131400,131900,132400
32,"Missouri",18,80700,81400,82000,82600,83300,83700,83700,83600,84200,85500,86700,87600,88000,88200,88900,89500,90000,90400,91000,91300,91700,92100,92600,93200,93600,94100,94300,94400,94600,94700,94800,95400,96100,96700,97500,98200,98600,99100,100000,101200,102200,102700,102800,103000,103800,104900,105800,106700,107500,108000,108600,109700,110700,111200,111800,112800,113600,114100,114800,115600,116200,117000,117900,118300,118300,118800,119600,120400,121000,121600,122200,122700,123400,124200,124700,124700,125100,126300,127800,128300,127800,127900,128900,130000,130800,131600,132100,132800,133800,134700,135600,136800,137700,137500,136500,135900,135700,136000,136500,137100,137700,138300,138800,139400,140300,141600,142600,143500,144200,144300,144300,144800,145300,145500,145600,145900,146800,147800,148500,148600,148900,149400,150000,150400,150900,151300,151700,151800,151700,151600,151600,152000,152700,153200,152900,152300,151800,151100,150000,149000,148500,148400,148400,148200,147900,147700,147400,146900,146400,146100,145900,145700,145600,145600,145500,145000,144100,143200,142400,142000,141700,141500,141500,141800,140600,138300,136600,136400,136100,136000,136000,135700,135000,134400,133600,132400,131600,131400,131300,130600,129900,129200,128700,128200,127500,126500,125700,125000,124400,124000,123600,123300,123100,122700,122300,122300,122500,122500,122300,122400,123000,123300,123400,123300,123500,123600,123800,124000,124400,124600,124700,125000,125300,125600,126000,126000,125800,125800,126200,126400,126600,127000,127300,127300,127500,127900,128100,128100,128200,128300,128600,129000,129400,129700,130200,130900,131400,132000,132600,133100,133800,134200
27,"Maryland",19,127000,126900,126600,126400,126200,126100,126100,126200,126400,126700,127100,127300,127200,127300,127300,127200,127100,127000,127100,127100,127200,127600,128200,128700,128900,128900,128900,128800,128900,129200,129400,129700,129900,130300,130800,131300,131900,132200,132400,132800,133400,134000,134400,134800,135400,136300,137000,137700,138300,139000,139700,140400,141000,141300,141900,142600,143500,144500,145600,146500,147700,148800,149900,150800,151700,152800,154100,155300,156400,157600,159000,160600,162100,163500,165200,167100,169100,170800,172600,174800,177200,179300,181200,183300,185300,187400,189600,191900,194300,196900,199500,202100,204800,207700,210700,213600,216800,220500,224700,229100,233500,238200,242800,247200,251700,256400,260900,265400,270100,275200,280400,285200,290200,295300,299900,304000,307100,309600,312100,314800,317000,318700,320100,321600,322300,322400,322300,322600,322600,322500,322500,322800,323200,323000,322000,320600,318700,316700,314900,312900,310300,307100,303900,301200,298400,295200,291600,288300,285400,282500,279800,277100,274000,271300,269200,267000,264800,262700,260100,257500,255500,254100,252900,251700,252000,253000,252800,251300,250300,249400,248600,247500,246100,244900,243700,242300,240800,239400,238100,236500,234700,233000,232000,231400,230600,229200,227500,226500,225900,225500,225000,225000,224700,224500,225000,226000,226900,228000,229300,230100,230900,231900,233100,234200,235500,236500,237000,237600,238600,239600,240400,241100,241500,241900,242300,243000,244200,245700,247300,248500,249300,249800,250300,251100,251400,250900,250800,251000,250900,251100,251900,252800,253300,253600,254000,254700,255300,255500,255800,257000,258300,259200
60,"Wisconsin",20,,,,,,,,,,,,,,,,,99000,99700,100900,102200,102700,102700,102700,102800,103000,103700,104600,105400,105900,106300,106800,107300,107600,108000,108300,109200,110600,111800,112400,112900,113000,112900,113000,113300,113400,113600,114100,114900,115500,115900,115900,116000,116900,118200,119000,119600,120200,120700,121300,122200,123000,123700,124000,124100,124700,125300,125300,125500,126200,126800,127500,127700,127700,127900,128700,129800,130700,131100,131900,132600,133100,133600,134300,135000,135800,136700,137500,138100,138500,138900,139400,140200,140500,140400,140200,140600,141000,141500,142200,143200,143900,144500,145200,146100,147000,147800,148300,148700,149300,150200,151300,152300,153400,154400,154900,155100,155500,156100,156800,157200,157200,156900,156600,156300,156100,156300,156800,157000,157100,157200,157200,157600,158600,159300,159100,158700,158600,158300,158000,157900,157900,157800,157600,157400,157200,156900,156600,156200,155700,155100,154800,154300,154400,155500,156500,156400,155900,155600,155900,156200,156100,156000,156000,155800,154900,153700,153100,153000,153000,152900,152800,152600,152300,152000,151500,151100,150700,150100,149300,148700,147800,146900,146100,145300,144700,144100,143900,143900,144000,143900,143700,143500,143200,143000,142800,142800,142700,142500,142200,142300,142500,142400,142300,142400,142700,143000,143200,143600,144200,144600,144800,144900,144800,145100,145200,145200,145400,145800,146400,146800,147200,147900,148500,148700,148900,149200,149500,149900,150300,150600,150900,151300,151700,152200,152600,152800,153000,153300,153500,153900,154500,155100
31,"Minnesota",21,95700,96200,96200,96200,96200,96200,96200,96300,96600,97300,98200,98900,99400,99900,100200,100600,100900,101400,101900,102500,103200,103900,104900,105800,106400,106700,107100,107500,108300,109000,109700,110500,111600,112500,113600,114800,115700,116500,117700,119200,120600,121800,123000,124300,125500,126600,127500,128500,129800,131100,132500,133900,135300,136800,138300,139400,140600,142100,143400,144800,146500,148100,149500,150700,151800,153100,154200,155100,156200,157400,158400,159300,160300,161600,163000,164400,165800,167200,168500,169700,170600,171600,173100,174600,175800,177000,178100,179100,180100,181100,182200,183300,184400,185500,186400,187100,188000,189100,190500,192100,193500,194500,195600,196900,198300,199400,200600,201900,203100,203900,204700,205600,206300,207000,207800,208500,209000,209300,209600,210000,210500,210800,210500,210000,209500,209200,209200,209000,208800,208600,208200,207700,207000,206200,205100,204000,203100,202500,201700,200800,199700,198500,197000,195200,193400,191600,189900,188400,187100,185500,183700,182100,181700,182500,183000,182300,181300,180500,179500,178500,177600,176900,176300,175800,174000,170900,169000,168800,168400,167900,167600,167000,166100,165000,163800,162700,161900,161100,159700,157900,156400,155200,154500,153600,152900,152000,151100,150100,149500,149300,149500,150000,150800,151600,152300,153400,154500,155200,156300,157400,158200,159000,160000,161200,162200,163100,164100,165200,166100,167000,168000,169100,170200,171000,171600,172100,172800,173500,174100,174700,175500,176200,176700,177200,177600,178200,178700,179100,179400,179800,180400,180800,181700,182900,184100,185200,186500,187600,188500,189500,190600,191500
10,"Colorado",22,128100,128400,128700,128900,129300,129800,130300,130800,131200,131800,132600,133200,133600,134000,134600,135200,135800,136400,137200,137900,138700,139700,140500,141000,141500,141800,142200,142800,143400,144000,144600,145400,146400,147600,148900,150400,152000,153600,155100,156700,158200,159500,160900,162500,163900,165200,166900,168500,170000,171900,173600,175000,176600,178300,180000,181600,183200,184800,186500,188200,189700,191100,192400,193600,194800,195800,196400,197000,197800,198300,198600,199100,199900,200700,201300,202100,202900,203500,203900,204400,204900,205400,205900,206100,206200,206300,206500,206600,206900,207400,208200,208800,209300,209900,210400,210900,211400,211800,212200,212600,212900,213400,214000,214700,215300,216200,217300,218200,218800,219200,219600,220200,220800,221400,222000,222600,223200,223700,224200,224600,225000,225400,225600,225800,226100,226200,226200,226600,226900,226700,226500,226600,226800,226900,227400,227600,227500,227500,227400,227100,226100,224400,223000,222200,221600,221300,221200,221100,220800,220100,218900,217600,216300,215100,214300,213800,213100,212400,211800,211200,211000,211000,211100,210700,212000,214900,216200,215500,215100,214600,213700,212900,212200,211900,211700,211400,210600,209700,209400,209200,208800,208300,207700,207200,206900,206700,206400,206300,206600,207000,207300,207900,208900,210200,211400,212500,213400,214200,215200,216600,218100,219300,220600,222100,223700,225500,227500,229200,230700,232000,233100,234200,235300,236200,237600,239600,241400,243200,245000,247000,248800,250500,252300,254400,256500,258500,260600,263200,265900,268900,272000,275100,277900,280900,284100,287300,289800,291700,293700,296200,299000,301200
4,"Alabama",23,79500,79200,79500,79700,79700,79700,80100,80600,80800,80700,80900,81300,81300,80900,80900,81100,81400,81700,81800,81900,82400,82900,83400,84000,84500,84700,84800,85100,85500,85700,85900,86200,86700,87000,87500,88000,88700,89400,90000,90200,90300,90400,90600,90800,90800,90900,91000,90900,91200,91700,92000,92200,92600,92800,92600,92600,92800,93000,93100,93400,93800,94300,94700,94700,94600,94800,95100,95500,96000,96600,96900,96800,96500,96400,96700,97000,97000,97000,97200,97400,97500,97900,98700,99200,99300,99200,98900,99100,99800,100700,101400,101900,102200,102300,102200,102300,102900,103800,104800,105800,106800,107900,108800,109700,110600,111400,112100,113600,115500,116700,117100,117800,118500,119100,119700,120700,121800,122900,123800,124300,124500,125000,125500,125900,126100,126200,126400,126600,127100,127600,127900,127900,127800,127800,128200,128700,129200,129600,129700,129400,129100,128700,128200,127800,127700,127700,128400,129000,128700,128100,127900,127400,127900,130000,132200,133300,133800,133900,133600,133100,132400,132200,132400,133300,131000,126800,124400,124200,123500,123100,122700,122200,121700,121000,120200,119900,120200,120500,120300,119600,118900,118200,117500,117000,117700,118900,119400,118900,118800,119100,119400,119100,118800,118800,118700,118400,118100,117900,117700,117600,117700,117800,117600,117700,118200,118500,118500,118500,118600,118500,118400,118400,118700,119100,119200,119200,119400,119600,119600,119700,119900,119900,119900,120000,120600,120900,121100,121200,121400,121600,121900,122100,122100,122100,122300,122500,122700,123000,122900,122900,122900,122900
51,"South Carolina",24,80000,80000,80100,80000,79800,79700,79800,80100,80400,80900,81200,81400,81800,82000,82200,82700,83500,83900,84000,84300,84600,84900,85300,85800,86100,86400,86700,87300,88000,88600,89100,89500,89800,90200,90900,91500,92100,92600,92900,93400,94000,94300,94600,95100,95600,96200,96800,97200,97800,98700,99300,99700,99900,100200,100700,101100,101500,101600,101600,101800,102000,102300,102500,102700,102900,103600,104100,104300,104500,104800,105000,105300,105600,105900,106300,106500,106600,106900,107500,108000,108100,108400,108800,109300,109500,109900,110300,110900,111300,111500,111700,112100,112600,112900,113300,113900,114600,115200,115700,116400,117100,117800,118400,119200,120300,121400,122300,123100,124000,124900,125700,126400,127200,128100,129100,130100,131000,131600,132100,132700,133300,133800,134400,135000,135800,136400,136900,137500,137800,137900,137800,137600,137500,137600,137500,137200,137000,136800,136400,135800,134900,134000,133500,133200,132800,132400,132100,131800,131400,131000,130700,130200,130400,131800,133400,134200,134500,134500,134400,134200,133900,133600,133400,133000,132800,132400,131900,131300,130800,130400,130100,129700,129400,129000,128400,128300,127900,127200,126600,126200,125700,125400,125100,124700,124500,124100,123700,123500,123200,122500,122000,121800,121800,121800,121900,122100,122300,122300,122600,122700,122800,123000,123200,123300,123500,123900,124000,124300,124600,124900,125100,125500,125600,125800,125900,126100,126400,126900,127300,127600,128000,128500,129000,129500,130200,130800,131100,131200,131100,131500,132000,132400,132800,133400,134100,134800,135300,135300,135400,136200,137100,137600
24,"Kentucky",25,74300,75100,76200,77300,78300,79000,79500,79700,79900,80100,80400,80400,80300,80400,80700,80900,81100,81400,81800,82400,82800,83400,84100,84700,85100,85400,85700,86100,86500,86900,87100,87300,87500,88000,88600,89000,89400,89700,89900,90100,90300,90500,90800,91100,91400,91900,92500,93000,93400,93800,94000,94200,94700,95000,95200,95400,95900,96300,96500,96900,97400,97900,98400,98900,99300,99400,99500,99600,99900,100400,100800,101100,101300,101500,101800,102100,102300,102500,102900,103400,103700,103900,104000,104100,104300,104600,104900,105000,105100,105500,105800,106200,106800,107300,107900,108500,109100,109500,109800,110200,110800,111200,111800,112300,112600,112800,113100,113200,113300,113700,114000,114100,114400,114800,115100,115300,115400,115300,115200,115200,115500,115700,115800,115900,115900,116100,116200,116300,116500,116500,116500,116300,116000,115900,116000,116100,116000,115900,115800,116000,116100,115800,115600,115700,116000,116200,116100,116000,116100,116300,116400,116000,116100,117400,119200,120200,120500,120400,120500,120800,121300,121600,121600,121500,120800,119900,119000,118800,118600,118600,118500,118200,117700,117400,117500,117500,117500,117500,117200,116900,116600,116200,116200,116400,116500,116300,116100,116100,116400,116500,116500,116500,116700,117000,117100,117100,117000,117100,117400,117500,117600,117600,117600,117400,117500,117600,117800,118100,118400,118300,118100,118300,118600,118800,119000,119200,119200,119500,120000,120400,120400,120600,121000,121600,122100,122400,122700,123000,123200,123300,123500,123900,124400,124900,125400,125700,126100,126500,126800,127200,128100,128900
46,"Oregon",26,124500,125200,125700,126200,126900,127600,128200,129000,129700,130300,131000,131500,132000,132400,132900,133500,134000,134700,135400,136200,137000,137900,138500,139100,139500,139800,139800,139900,140300,140700,140800,141100,141500,141600,142000,142600,143000,143100,143500,144000,144200,144400,144700,145100,145200,145500,146100,146700,147100,147600,148300,148800,149100,149200,149200,149500,149900,150700,151500,152200,152600,153000,153400,153700,153900,154300,154700,155100,155700,156500,157200,158000,158700,159200,159700,160300,161000,161800,162500,163200,164100,165100,166000,166600,167400,168300,169100,170000,170800,171900,173200,174500,175800,176900,177900,179000,180400,182000,183600,185400,187300,189300,191400,193600,195700,197600,199900,202500,205200,208400,212100,215900,220000,224300,228300,232200,235700,238800,241800,245000,248100,251000,253300,255700,257800,259400,260300,261300,262200,262800,263600,264700,265300,265500,265500,265300,264600,263900,263000,261900,260600,258900,257300,255900,254300,252600,251000,249600,248000,246100,244000,241300,239400,238800,238200,236500,234600,232700,230700,229000,227600,226600,225700,225000,224700,224400,223300,221800,220900,219800,217800,215400,213100,211000,209800,209400,208700,207400,205900,204100,202100,201000,200500,199800,199000,198400,197800,196900,196000,195100,194800,195100,195700,196100,196500,197100,197900,198700,199500,200000,200500,201400,203000,205500,207900,210200,212900,215800,218000,219500,220400,221800,223700,225200,226500,227600,228500,229400,230500,231600,232300,233300,234600,235900,236900,237800,238900,240300,242100,244400,246700,249200,251900,254800,257700,260200,262400,264700,267000,269300,271900,274400
45,"Oklahoma",27,56400,56400,56500,56500,56500,56700,56800,57000,57300,57500,57500,57700,58000,58300,58500,58900,59100,59300,59600,59800,60000,60300,60600,60900,61200,61500,61900,61900,62000,62200,62500,62800,63200,63400,63500,63800,64100,64200,64400,64600,64900,65000,65300,65600,65900,66100,66400,66600,66900,67100,67300,67600,68000,68200,68500,68600,68700,69200,69600,69700,69900,70100,70300,70600,71000,71100,71100,71200,71300,71300,71500,71800,72000,72100,72300,72400,72500,72800,72900,73100,73400,73800,74000,74100,74200,74600,75000,75200,75500,75500,75600,76000,76200,76200,76400,76800,77300,77500,77600,77800,78100,78600,79000,79100,79200,79400,79600,79900,80200,80400,80800,81200,81500,81700,82000,82500,82900,83100,83200,83400,83400,83500,83700,83900,84100,84300,84500,84800,84600,84300,84100,84300,84600,84800,85000,85100,85300,85600,85900,86100,86100,85800,85800,86000,86300,86500,86700,86600,86700,86700,86700,86600,86900,87300,87900,88300,88500,88600,88800,89000,89200,89300,89500,89400,90800,93400,94700,94200,94300,94600,94800,95100,95300,95400,95600,95900,95700,95200,95000,95000,95200,95300,95200,95100,95000,95000,95100,95200,95000,94700,94600,94800,94700,94800,95000,95000,95100,95200,95200,95400,95500,95600,95600,95900,95900,96000,96200,96300,96200,96500,96700,96900,97000,97200,97400,97700,97700,97800,98100,98700,99100,99400,99800,100300,100300,100100,100400,101500,102600,103600,104700,106100,107500,108500,109300,110200,110900,111100,111400,112100,113000,113900
